,name,state,year,count,committee,full_name,unique_committees_count
1873,smith,Nebraska,2017,46,"['Committee On Health', 'Committee On Human Resources', 'Committee On Ways And Means', 'Committee On Ways And Means']",Adrian Smith,4
1874,smith,Nebraska,2019,10,"['Committee On Select Revenue Measures', 'Committee On Ways And Means']",Adrian Smith,2
1875,smith,New Jersey,2013,241,['Committee On Foreign Affairs'],Christopher H. Smith,1
1876,smith,New Jersey,2015,239,['Committee On Foreign Affairs'],Christopher H. Smith,1
1877,smith,New Jersey,2017,176,['Committee On Foreign Affairs'],Christopher H. Smith,1
1878,smith,New Jersey,2019,109,"['Committee On Foreign Affairs', 'Committee On Foreign Affairs']",Christopher H. Smith,2
1879,smith,New Jersey,2021,54,['Committee On Foreign Affairs'],Christopher H. Smith,1
1880,smith,Texas,2013,311,"['Committee On Homeland Security', 'Committee On Research And Technology', 'Committee On Science, Space, And Technology', 'Committee On The Judiciary']",Lamar Smith,4
1881,smith,Texas,2015,282,"['Committee On Border And Maritime Security', 'Committee On Homeland Security', 'Committee On Science, Space, And Technology', 'Committee On The Judiciary']",Lamar Smith,4
1882,smith,Texas,2017,231,"['Committee On Border And Maritime Security', 'Committee On Courts, Intellectual Property, And The Internet', 'Committee On Homeland Security', 'Committee On Science, Space, And Technology', 'Committee On The Judiciary']",Lamar Smith,5
1883,smith,Washington,2013,47,"['Committee On Armed Services', 'Committee On The Events Surrounding The 2012 Terrorist']",Adam Smith,2
1884,smith,Washington,2015,38,['Committee On Armed Services'],Adam Smith,1
1885,smith,Washington,2017,35,"['Committee On Armed Services', 'Committee On Armed Services']",Adam Smith,2
1886,smith,Washington,2019,28,['Committee On Armed Services'],Adam Smith,1
1887,smith,Washington,2021,15,['Committee On Armed Services'],Adam Smith,1
1888,smucker,Pennsylvania,2017,124,"['Committee On Education And The Workforce', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Higher Education And Workforce Development', 'Committee On The Budget', 'Committee On Transportation And Infrastructure']",Lloyd K. Smucker,5
1889,smucker,Pennsylvania,2019,140,"['Committee On Education And Labor', 'Committee On Higher Education And Workforce Investment', 'Committee On Transportation And Infrastructure']",Lloyd Smucker,3
1890,smucker,Pennsylvania,2021,14,['Committee On The Budget'],Lloyd Smucker,1
1891,so,Texas,2021,1,['Committee On Constitutional'],Need For Having This Type Of Provision Again. So,1
1892,so,West Virginia,2019,1,['Committee On Oversight And Reform'],Has Happened. And So,1
1893,soto,Florida,2017,14,['Committee On Agriculture'],Darren Soto,1
1894,soto,Florida,2019,94,"['Committee On Energy And Commerce', 'Committee On Natural Resources']",Darren Soto,2
1895,soto,Florida,2021,31,['Committee On Energy And Commerce'],Darren Soto,1
1896,southeast,Washington,2019,1,"['Committee On Science, Space, And Technology']",Southeast,1
1897,spanberger,Virginia,2019,154,"['Committee On Agriculture', 'Committee On Foreign Affairs', 'Committee On Foreign Affairs', 'Committee On Foreign Affairs', 'Committee On Foreign Affairs']",Abigail Spanberger,5
1898,spanberger,Virginia,2021,93,"['Committee On Agriculture', 'Committee On Foreign Affairs', 'Committee On Foreign Affairs']",Abigail Spanberger,3
1899,spano,Florida,2019,162,"['Committee On Small Business', 'Committee On Transportation And Infrastructure']",Ross Spano,2
1900,spartz,Indiana,2021,153,"['Committee On Antitrust, Commercial,', 'Committee On Civil Rights And Human Services', 'Committee On Crime, Terrorism, And Homeland Security', 'Committee On Education And Labor', 'Committee On Higher Education And Workforce Investment', 'Committee On Immigration And Citizenship', 'Committee On The Judiciary']",Victoria Spartz,7
1901,speier,California,2013,222,"['Committee On Armed Services', 'Committee On Oversight And Government Reform', 'Committee On Oversight And Investigations', 'Committee On Readiness']",Jackie Speier,4
1902,speier,California,2015,61,"['Committee On Armed Services', 'Committee On Military Personnel', 'Committee On Oversight And Investigations']",Jackie Speier,3
1903,speier,California,2017,59,"['Committee On Armed Services', 'Committee On Armed Services', 'Committee On Emerging Threats And Capabilities', 'Committee On Military Personnel']",Jackie Speier,4
1904,speier,California,2019,178,"['Committee On Armed Services', 'Committee On Military Personnel', 'Committee On Oversight And Reform', 'Committee On Strategic Forces']",Jackie Speier,4
1905,speier,California,2021,132,"['Committee On Armed Services', 'Committee On Military Personnel', 'Committee On Oversight And Reform', 'Committee On Readiness']",Jackie Speier,4
1906,springs,Texas,2021,1,['Committee On Oversight And Reform'],People At A Church In Sutherland Springs,1
1907,stage,New Mexico,2021,1,"['Committee On Science, Space, And Technology']",The Development Stage,1
1908,stansbury,New Mexico,2021,39,"['Committee On Science, Space, And Technology']",Melanie A. Stansbury,1
1909,stanton,Arizona,2019,178,"['Committee On Courts, Intellectual Property,', 'Committee On Courts, Intellectual Property,', 'Committee On Courts, Intellectual Property, And', 'Committee On Courts, Intellectual Property, And The Internet', 'Committee On Judiciary', 'Committee On The Judiciary', 'Committee On Transportation And Infrastructure']",Greg Stanton,7
1910,stanton,Arizona,2021,143,"['Committee On Courts, Intellectual Property, And', 'Committee On The Judiciary', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure']",Greg Stanton,6
1911,state,Florida,2021,1,['Committee On Oversight And Reform'],Forcing Women Into Pregnancy. In My Home State,1
1912,state,Virginia,2019,1,['Committee On Oversight And Reform'],State,1
1913,stauber,Minnesota,2019,162,"['Committee On Small Business', 'Committee On Transportation And Infrastructure']",Pete Stauber,2
1914,stauber,Minnesota,2021,122,"['Committee On Small Business', 'Committee On Small Business', 'Committee On Transportation And Infrastructure']",Pete Stauber,3
1915,steel,California,2021,93,"['Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And Labor', 'Committee On Transportation And Infrastructure', 'Committee On Workforce Protections']",Michelle Steel,4
1916,stefanik,New York,2015,146,"['Committee On Armed Services', 'Committee On Education And The Workforce', 'Committee On Emerging Threats And Capabilities', 'Committee On Higher Education And Workforce Training', 'Committee On Military Personnel', 'Committee On Readiness', 'Committee On Workforce Protections']",Elise M. Stefanik,7
1917,stefanik,New York,2017,114,"['Committee On Armed Services', 'Committee On Armed Services', 'Committee On Education And The Workforce', 'Committee On Emerging Threats And Capabilities', 'Committee On Higher Education And Workforce Development', 'Committee On Readiness', 'Committee On Workforce Protections']",Elise M. Stefanik,7
1918,stefanik,New York,2019,141,"['Committee On Armed Services', 'Committee On Civil Rights And Human Services', 'Committee On Education And Labor', 'Committee On Higher Education And Workforce Investment', 'Committee On Intelligence And Emerging Threats And Capabilities', 'Committee On Readiness']",Elise M. Stefanik,6
1919,stefanik,New York,2021,70,"['Committee On Armed Services', 'Committee On Cyber, Innovative Technologies, And Information Systems', 'Committee On Education And Labor', 'Committee On Higher Education And Workforce Investment', 'Committee On Strategic Forces', 'Committee On Workforce Protections']",Elise M. Stefanik,6
1920,steil,Wisconsin,2019,112,['Committee On Financial Services'],Bryan Steil,1
1921,steil,Wisconsin,2021,133,"['Committee On Elections', 'Committee On Financial Services', 'Committee On House Administration']",Bryan Steil,3
1922,steube,Florida,2019,331,"['Committee On Antitrust, Commercial', 'Committee On Antitrust, Commercial And', 'Committee On Antitrust, Commercial And', 'Committee On Antitrust, Commercial And Administrative Law', 'Committee On Crime, Terrorism, And Homeland Security', 'Committee On Disability Assistance And Memorial Affairs', 'Committee On Health', 'Committee On Immigration And Citizenship', 'Committee On Judiciary', 'Committee On Oversight And Reform', 'Committee On The Judiciary', ""Committee On Veterans' Affairs""]",W. Gregory Steube,12
1923,steube,Florida,2021,156,"['Committee On Antitrust, Commercial,', 'Committee On Crime, Terrorism, And Homeland Security', 'Committee On Foreign Affairs', 'Committee On The Judiciary']",W. Gregory Steube,4
1924,stevens,Michigan,2019,165,"['Committee On Education And Labor', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Science, Space, And Technology', 'Committee On Workforce Protections']",Haley M. Stevens,4
1925,stevens,Michigan,2021,95,"['Committee On Education And Labor', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Science, Space, And Technology', 'Committee On Workforce Protections']",Haley M. Stevens,4
1926,stewart,Utah,2013,109,"['Committee On Border And Maritime Security', 'Committee On Counterterrorism And Intelligence', 'Committee On Homeland Security', 'Committee On Science, Space, And Technology']",Chris Stewart,4
1927,stewart,Utah,2019,29,['Committee On The Budget'],Chris Stewart,1
1928,stivers,Ohio,2013,100,['Committee On Financial Services'],Steve Stivers,1
1929,stivers,Ohio,2015,124,"['Committee On Financial Services', 'Committee On Rules']",Steve Stivers,2
1930,stivers,Ohio,2017,120,"['Committee On Financial Services', 'Committee On Financial Services']",Steve Stivers,2
1931,stivers,Ohio,2019,105,['Committee On Financial Services'],Steve Stivers,1
1932,stivers,Ohio,2021,25,['Committee On Financial Services'],Steve Stivers,1
1933,stockman,Texas,2013,337,"['Committee On Foreign Affairs', 'Committee On Research And Technology', 'Committee On Science, Space, And Technology']",Steve Stockman,3
1934,strickland,Washington,2021,87,"['Committee On Armed Services', 'Committee On Military Personnel', 'Committee On Readiness', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure']",Marilyn Strickland,6
1935,stutzman,Indiana,2013,100,['Committee On Financial Services'],Marlin A. Stutzman,1
1936,stutzman,Indiana,2015,114,"['Committee On Financial Services', 'Committee On The Budget']",Marlin Stutzman,2
1937,suitland,Maryland,2019,1,['Committee On Oversight And Reform'],Come Out Of Washington Or Suitland,1
1938,sullivan,Alaska,2017,1,"[""Committee On Veterans' Affairs""]",Dan Sullivan,1
1939,suozzi,New York,2017,230,"['Committee On Armed Services', 'Committee On Armed Services', 'Committee On Foreign Affairs', 'Committee On Oversight And Investigations', 'Committee On Tactical Air And Land Forces']",Thomas R. Suozzi,5
1940,suozzi,New York,2019,12,"['Committee On Oversight', 'Committee On Select Revenue Measures', 'Committee On Ways And Means']",Tom Suozzi,3
1941,surveys,Alaska,2019,2,"['Committee On Science, Space, And Technology', 'Committee On Science, Space, And Technology']",Geophysical Surveys,2
1942,swalwell,California,2013,196,"['Committee On Homeland Security', 'Committee On Science, Space, And Technology', 'Committee On Transportation Security']",Eric Swalwell,3
1943,swalwell,California,2015,93,"['Committee On Science, Space, And Technology']",Eric Swalwell,1
1944,swalwell,California,2017,67,"['Committee On Courts, Intellectual Property, And The Internet', 'Committee On The Judiciary']",Eric Swalwell,2
1945,swalwell,California,2019,129,"['Committee On Courts, Intellectual Property,', 'Committee On Courts, Intellectual Property,', 'Committee On Courts, Intellectual Property, And', 'Committee On Courts, Intellectual Property, And The Internet', 'Committee On Judiciary', 'Committee On The Consititution, Civil Rights,', 'Committee On The Constitution, Civil Rights,', 'Committee On The Constitution, Civil Rights, And Civil Liberties', 'Committee On The Judiciary', 'Committee On The Judiciary', 'Committee On The Judiciary']",Eric Swalwell,11
1946,swalwell,California,2021,179,"['Committee On Antitrust, Commercial,', 'Committee On Courts, Intellectual Property, And', 'Committee On Homeland Security', 'Committee On Intelligence And Counterterrorism', 'Committee On The Judiciary']",Eric Swalwell,5
1947,takai,Hawaii,2015,130,"['Committee On Armed Services', 'Committee On Small Business', 'Committee On Strategic Forces', 'Committee On Tactical Air And Land Forces']",Mark Takai,4
1948,takano,California,2013,201,"['Committee On Economic Opportunity', 'Committee On Economic Opportunity (Eo)', 'Committee On Education And The Workforce', 'Committee On Higher Education And Workforce Training', 'Committee On Oversight And Investigation', 'Committee On Oversight And Investigations', 'Committee On Science, Space, And Technology', ""Committee On Veterans' Affairs"", 'Committee On Workforce Protections', 'Committee On Economic Opportunity (Eo)']",Mark Takano,10
1949,takano,California,2015,280,"['Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Economic Opportunity', 'Committee On Education And The Workforce', 'Committee On Health', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Science, Space, And Technology', ""Committee On Veterans' Affairs""]",Mark Takano,7
1950,takano,California,2017,243,"['Committee On Economic Opportunity', 'Committee On Education And The Workforce', 'Committee On Health', 'Committee On Higher Education And Workforce Development', 'Committee On Science, Space, And Technology', ""Committee On Veterans' Affairs"", 'Committee On Workforce Protections']",Mark Takano,7
1951,takano,California,2019,141,"['Committee On Education And Labor', 'Committee On Higher Education And Workforce Investment', ""Committee On Veterans' Affairs"", 'Committee On Workforce Protections']",Mark Takano,4
1952,takano,California,2021,43,"['Committee On Education And Labor', 'Committee On Higher Education And Workforce Investment', 'Committee On Workforce Protections']",Mark Takano,3
1953,taylor,Texas,2019,171,"['Committee On Cybersecurity, Infrastructure Protection, And', 'Committee On Education And Labor', 'Committee On Financial Services', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Homeland Security', 'Committee On Oversight, Management, And Accountability']",Van Taylor,6
1954,taylor,Texas,2021,109,"['Committee On Financial Services', 'Committee On Science, Space, And Technology']",Van Taylor,2
1955,tech,Oklahoma,2021,1,"['Committee On Science, Space, And Technology']",Has Ivy Tech,1
1956,tenney,New York,2017,120,"['Committee On Financial Services', 'Committee On Financial Services']",Claudia Tenney,2
1957,tenney,New York,2021,72,"['Committee On Foreign Affairs', 'Committee On Small Business']",Claudia Tenney,2
1958,terry,Nebraska,2013,186,['Committee On Energy And Commerce'],Lee Terry,1
1959,tester,Montana,2013,1,['Committee On Economic Opportunity (Eo)'],Jon Tester,1
1960,tester,Montana,2017,1,"[""Committee On Veterans' Affairs""]",Jon Tester,1
1961,texas,California,2019,1,"['Committee On Science, Space, And Technology']",In Its Center And Covers An Area The Size Of Texas,1
1962,texas,California,2021,1,"['Committee On Science, Space, And Technology']",That The Lessons Learned From Texas,1
1963,texas,Florida,2021,1,['Committee On Oversight And Reform'],Serve Patients From As Far Away As Texas,1
1964,texas,New Jersey,2019,1,['Committee On Oversight And Reform'],Detention Facilities In Texas,1
1965,thankfully,Oklahoma,2019,2,"['Committee On Science, Space, And Technology', 'Committee On Science, Space, And Technology']",Thankfully,2
1966,that,Texas,2021,1,['Committee On Constitutional'],To That,1
1967,thompson,California,2013,95,"['Committee On Health', 'Committee On Human Resources', 'Committee On Social Security', 'Committee On Trade', 'Committee On Ways And Means']",Mike Thompson,5
1968,thompson,California,2015,83,"['Committee On Health', 'Committee On Select Revenue Measures', 'Committee On Tax Policy', 'Committee On Ways And Means']",Mike Thompson,4
1969,thompson,California,2017,40,"['Committee On Health', 'Committee On Tax Policy', 'Committee On Ways And Means', 'Committee On Ways And Means']",Mike Thompson,4
1970,thompson,California,2019,10,"['Committee On Select Revenue Measures', 'Committee On Ways And Means']",Mike Thompson,2
1971,thompson,Mississippi,2013,166,"['Committee On Homeland Security', 'Committee On Border And Maritime Security', 'Committee On Counterterrorism And Intelligence', 'Committee On Cybersecurity, Infrastructure Protection, And Security', 'Committee On Emergency Preparedness, Response, And Communications', 'Committee On Oversight And Management Efficiency', 'Committee On Transportation Security']",Bennie G. Thompson,7
1972,thompson,Mississippi,2015,156,"['Committee On Homeland Security', 'Committee On Border And Maritime Security', 'Committee On Counterterrorism And Intelligence', 'Committee On Cybersecurity, Infrastructure Protection, And Security', 'Committee On Emergency Preparedness, Response, And Communications', 'Committee On Oversight And Management Efficiency', 'Committee On Transportation Security']",Bennie G. Thompson,7
1973,thompson,Mississippi,2017,147,"['Committee On Homeland Security', 'Committee On Border And Maritime Security', 'Committee On Counterterrorism And Intelligence', 'Committee On Cybersecurity And Infrastructure Protection', 'Committee On Emergency Preparedness, Response, And Communications', 'Committee On Homeland Security', 'Committee On Oversight And Management Efficiency', 'Committee On Transportation And Protective Security']",Bennie G. Thompson,8
1974,thompson,Mississippi,2019,147,"['Committee On Homeland Security', 'Committee On Intelligence And Counterterrorism', 'Committee On Border Security, Facilitation,', 'Committee On Border Security, Facilitation, And Operations', 'Committee On Cybersecurity, Infrastructure Protection, And', 'Committee On Emergency Preparedness, Response, And Recovery', 'Committee On Intelligence And Counterterrorism', 'Committee On Oversight, Management, And Accountability', 'Committee On Transportation And Maritime Security']",Bennie G. Thompson,9
1975,thompson,Mississippi,2021,130,"['Committee On Homeland Security', 'Committee On Border Security, Facilitation, And Operations', 'Committee On Cybersecurity, Infrastructure Protection, And', 'Committee On Emergency Preparedness, Response, And Recovery', 'Committee On Intelligence And Counterterrorism', 'Committee On Oversight, Management, And Accountability', 'Committee On Transportation And Maritime Security']",Bennie G. Thompson,7
1976,thompson,Pennsylvania,2013,115,"['Committee On Agriculture', 'Committee On Early Childhood,', 'Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Early Childhood,Elementary, And Secondary Education', 'Committee On Education And The Workforce', 'Committee On Higher Education And Workforce Training']",Glenn Thompson,6
1977,thompson,Pennsylvania,2015,131,"['Committee On Agriculture', 'Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And The Workforce', 'Committee On Workforce Protections']",Glenn Thompson,4
1978,thompson,Pennsylvania,2017,63,"['Committee On Agriculture', 'Committee On Early Childhood, Elementary, And Secondary Education', 'Committee On Education And The Workforce', 'Committee On Higher Education And Workforce Development']",Glenn ``Gt'' Thompson,4
1979,thompson,Pennsylvania,2019,100,"['Committee On Agriculture', 'Committee On Education And Labor']",Glenn Thompson,2
1980,thompson,Pennsylvania,2021,76,"['Committee On Agriculture', 'Committee On Civil Rights And Human Services', 'Committee On Education And Labor']",Glenn Thompson,3
1981,thornberry,Texas,2013,65,"['Committee On Armed Services', 'Committee On Intelligence, Emerging Threats And Capabilities', 'Committee On Tactical Air And Land Forces']",Mac Thornberry,3
1982,thornberry,Texas,2015,38,['Committee On Armed Services'],William M. ``Mac'' Thornberry,1
1983,thornberry,Texas,2017,35,"['Committee On Armed Services', 'Committee On Armed Services']",William M. ``Mac'' Thornberry,2
1984,tiberi,Ohio,2013,82,"['Committee On Human Resources', 'Committee On Select Revenue Measures', 'Committee On Social Security', 'Committee On Ways And Means']",Patrick J. Tiberi,4
1985,tiberi,Ohio,2015,78,"['Committee On Health', 'Committee On Select Revenue Measures', 'Committee On Tax Policy', 'Committee On Ways And Means']",Patrick J. Tiberi,4
1986,tiberi,Ohio,2017,27,"['Committee On Health', 'Committee On Tax Policy', 'Committee On Ways And Means', 'Committee On Ways And Means']",Patrick J. Tiberi,4
1987,tierney,Massachusetts,2013,255,"['Committee On Education And The Workforce', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Higher Education And Workforce Training', 'Committee On Oversight And Government Reform']",John F. Tierney,4
1988,tiffany,Wisconsin,2019,13,"['Committee On Science, Space, And Technology', 'Committee On The Judiciary']",Thomas Tiffany,2
1989,tiffany,Wisconsin,2021,109,"['Committee On Courts, Intellectual Property, And', 'Committee On Crime, Terrorism, And Homeland Security', 'Committee On Immigration And Citizenship', 'Committee On The Judiciary']",Tom Tiffany,4
1990,tillis,North Carolina,2017,1,"[""Committee On Veterans' Affairs""]",Thom Tillis,1
1991,timmons,South Carolina,2019,55,"['Committee On Financial Services', 'Committee On The Budget']",William Timmons,2
1992,timmons,South Carolina,2021,125,"['Committee On Financial Services', 'Committee On The Modernization Of Congress']",William Timmons,2
1993,tipton,Colorado,2013,105,"['Committee On Agriculture', 'Committee On Small Business']",Scott Tipton,2
1994,tipton,Colorado,2015,112,['Committee On Financial Services'],Scott Tipton,1
1995,tipton,Colorado,2017,120,"['Committee On Financial Services', 'Committee On Financial Services']",Scott Tipton,2
1996,tipton,Colorado,2019,105,['Committee On Financial Services'],Scott Tipton,1
1997,titus,Nevada,2013,202,"['Committee On Disability Assistance And Memorial Affairs', 'Committee On Economic Opportunity', 'Committee On Economic Opportunity (Eo)', 'Committee On Transportation And Infrastructure', ""Committee On Veterans' Affairs""]",Dina Titus,5
1998,titus,Nevada,2015,159,"['Committee On Disability Assistance And Memorial Affairs', 'Committee On Economic Opportunity', 'Committee On Transportation And Infrastructure', ""Committee On Veterans' Affairs""]",Dina Titus,4
1999,titus,Nevada,2017,233,"['Committee On Foreign Affairs', 'Committee On Transportation And Infrastructure', ""Committee On Veterans' Affairs""]",Dina Titus,3
2000,titus,Nevada,2019,287,"['Committee On Foreign Affairs', 'Committee On Homeland Security', 'Committee On Oversight, Management, And Accountability', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Maritime Security', 'Committee On Foreign Affairs', 'Committee On Homeland Security', 'Committee On Foreign Affairs', 'Committee On Foreign Affairs']",Dina Titus,9
2001,titus,Nevada,2021,201,"['Committee On Foreign Affairs', 'Committee On Homeland Security', 'Committee On Oversight, Management, And Accountability', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Maritime Security', 'Committee On Foreign Affairs', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure', 'Committee On Transportation And Infrastructure']",Dina Titus,9
2002,tlaib,Michigan,2019,234,"['Committee On Financial Services', 'Committee On Oversight And Reform', 'Committee On Financial Services']",Rashida Tlaib,3
2003,tlaib,Michigan,2021,204,"['Committee On Financial Services', 'Committee On Oversight And Reform']",Rashida Tlaib,2
2004,tonko,New York,2013,186,['Committee On Energy And Commerce'],Paul Tonko,1
2005,tonko,New York,2015,270,"['Committee On Energy And Commerce', 'Committee On Science, Space, And Technology']",Paul Tonko,2
2006,tonko,New York,2017,251,"['Committee On Energy And Commerce', 'Committee On Science, Space, And Technology']",Paul Tonko,2
2007,tonko,New York,2019,176,"['Committee On Energy And Commerce', 'Committee On Science, Space, And Technology', 'Committee On Natural Resources']",Paul Tonko,3
2008,tonko,New York,2021,87,"['Committee On Energy And Commerce', 'Committee On Science, Space, And Technology']",Paul Tonko,2
2009,torres,California,2015,107,"['Committee On Border And Maritime Security', 'Committee On Homeland Security', 'Committee On Oversight And Management Efficiency']",Norma J. Torres,3
2010,torres,California,2017,176,['Committee On Foreign Affairs'],Norma J. Torres,1
2011,torres,California,2019,4,['Committee On Rules'],Norma J. Torres,1
2012,torres,California,2021,9,"['Committee On Rules', 'Committee On Rules And Organization Of The House']",Norma J. Torres,2
2013,torres,New York,2021,203,"['Committee On Cybersecurity, Infrastructure Protection, And', 'Committee On Financial Services', 'Committee On Homeland Security', 'Committee On Oversight, Management, And Accountability']",Ritchie Torres,4
2014,trahan,Massachusetts,2019,140,"['Committee On Armed Services', 'Committee On Education And Labor', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Higher Education And Workforce Investment', 'Committee On Intelligence And Emerging Threats And Capabilities', 'Committee On Military Personnel']",Lori Trahan,6
2015,trahan,Massachusetts,2021,31,['Committee On Energy And Commerce'],Lori Trahan,1
2016,trone,Maryland,2019,203,"['Committee On Civil Rights And Human Services', 'Committee On Education And Labor', 'Committee On Foreign Affairs', 'Committee On Higher Education And Workforce Investment', 'Committee On The Middle East, North Africa, And International', 'Committee On Foreign Affairs', 'Committee On Foreign Affairs']",David Trone,7
2017,trott,Michigan,2015,332,"['Committee On Foreign Affairs', 'Committee On The Judiciary']",David A. Trott,2
2018,trott,Michigan,2017,120,"['Committee On Financial Services', 'Committee On Financial Services']",David A. Trott,2
2019,tsongas,Massachusetts,2013,65,"['Committee On Armed Services', 'Committee On Military Personnel', 'Committee On Oversight And Investigations']",Niki Tsongas,3
2020,tsongas,Massachusetts,2015,63,"['Committee On Armed Services', 'Committee On Military Personnel', 'Committee On Tactical Air And Land Forces']",Niki Tsongas,3
2021,tsongas,Massachusetts,2017,60,"['Committee On Armed Services', 'Committee On Armed Services', 'Committee On Military Personnel', 'Committee On Tactical Air And Land Forces']",Niki Tsongas,4
2022,tulsa,Oklahoma,2019,1,"['Committee On Science, Space, And Technology']",In Tulsa,1
2023,turner,Ohio,2013,228,"['Committee On Armed Services', 'Committee On Oversight And Government Reform', 'Committee On Strategic Forces', 'Committee On Tactical Air And Land Forces']",Michael R. Turner,4
2024,turner,Ohio,2015,247,"['Committee On Armed Services', 'Committee On Oversight And Government Reform', 'Committee On Strategic Forces', 'Committee On Tactical Air And Land Forces']",Michael R. Turner,4
2025,turner,Ohio,2017,61,"['Committee On Armed Services', 'Committee On Armed Services', 'Committee On Strategic Forces', 'Committee On Tactical Air And Land Forces']",Michael R. Turner,4
2026,turner,Ohio,2019,42,"['Committee On Armed Services', 'Committee On Strategic Forces', 'Committee On Tactical Air And Land Forces']",Michael R. Turner,3
2027,turner,Ohio,2021,25,"['Committee On Armed Services', 'Committee On Strategic Forces', 'Committee On Tactical Air And Land Forces']",Michael R. Turner,3
2028,underwoo,Illinois,2019,1,['Committee On Homeland Security'],Lauren Underwoo,1
2029,underwood,Illinois,2019,235,"['Committee On Cybersecurity, Infrastructure Protection, And', 'Committee On Disability Assistance And Memorial Affairs', 'Committee On Education And Labor', 'Committee On Emergency Preparedness, Response, And Recovery', 'Committee On Health, Employment, Labor, And Pensions', 'Committee On Homeland Security', ""Committee On Veterans' Affairs""]",Lauren Underwood,7
2030,union,Alaska,2019,1,['Committee On Oversight And Reform'],Year 2018. The Last Two States Admitted To The Union,1
2031,union,Puerto Rico,2021,1,['Committee On Oversight And Reform'],State That May Be Seeking Admission To The Union,1
2032,united,California,2019,1,['Committee On Oversight And Reform'],Director Of National Nurses United,1
2033,universities,Iowa,2021,1,"['Committee On Science, Space, And Technology']",Universities,1
2034,university,Texas,2021,1,"['Committee On Science, Space, And Technology']",University,1
2035,upton,Michigan,2013,186,['Committee On Energy And Commerce'],Fred Upton,1
2036,upton,Michigan,2015,178,['Committee On Energy And Commerce'],Fred Upton,1
2037,upton,Michigan,2017,175,['Committee On Energy And Commerce'],Fred Upton,1
2038,upton,Michigan,2019,92,['Committee On Energy And Commerce'],Fred Upton,1
2039,upton,Michigan,2021,31,['Committee On Energy And Commerce'],Fred Upton,1
2040,urke,Texas,2015,1,"[""Committee On Veterans' Affairs""]",Beto O'Ro Urke,1
2041,valdez,Alaska,2019,1,"['Committee On Science, Space, And Technology']",While Doing Some Fieldwork Near Valdez,1
2042,valley,Utah,2019,1,['Committee On Oversight And Reform'],Gibbs Is One Of Our Patient Consumers From West Valley,1
2043,vargas,California,2013,278,"['Committee On Agriculture', 'Committee On Foreign Affairs', 'Committee On House Administration', 'Committee On House Administration']",Juan Vargas,4
2044,vargas,California,2015,126,"['Committee On Financial Services', 'Committee On House Administration', 'Committee On House Administration']",Juan Vargas,3
2045,vargas,California,2017,120,"['Committee On Financial Services', 'Committee On Financial Services']",Juan Vargas,2
2046,vargas,California,2019,222,"['Committee On Financial Services', 'Committee On Foreign Affairs', 'Committee On The Middle East, North Africa, And International']",Juan Vargas,3
2047,vargas,California,2021,158,"['Committee On Financial Services', 'Committee On Foreign Affairs', 'Committee On Foreign Affairs', 'Committee On Foreign Affairs']",Juan Vargas,4
2048,veasey,Texas,2013,161,"['Committee On Armed Services', 'Committee On Science, Space, And Technology', 'Committee On Strategic Forces', 'Committee On Tactical Air And Land Forces']",Marc A. Veasey,4
2049,veasey,Texas,2015,144,"['Committee On Armed Services', 'Committee On Emerging Threats And Capabilities', 'Committee On Science, Space, And Technology', 'Committee On Tactical Air And Land Forces']",Marc A. Veasey,4
2050,veasey,Texas,2017,138,"['Committee On Armed Services', 'Committee On Armed Services', 'Committee On Emerging Threats And Capabilities', 'Committee On Science, Space, And Technology', 'Committee On Tactical Air And Land Forces']",Marc A. Veasey,5
2051,veasey,Texas,2019,171,"['Committee On Energy And Commerce', 'Committee On Small Business']",Marc Veasey,2
2052,veasey,Texas,2021,56,"['Committee On Armed Services', 'Committee On Energy And Commerce', 'Committee On Military Personnel', 'Committee On Tactical Air And Land Forces']",Marc A. Veasey,4
2053,vela,Texas,2013,132,"['Committee On Agriculture', 'Committee On Cybersecurity, Infrastructure Protection, And Security', 'Committee On Homeland Security']",Filemon Vela,3
2054,vela,Texas,2015,169,"['Committee On Agriculture', 'Committee On Border And Maritime Security', 'Committee On Counterterrorism And Intelligence', 'Committee On Homeland Security']",Filemon Vela,4
2055,vela,Texas,2017,102,"['Committee On Agriculture', 'Committee On Border And Maritime Security', 'Committee On Homeland Security']",Filemon Vela,3
